order_id,customer_id,order_date,status,region_code
ORD-00053,CUST-0135,2025-02-10 00:43:46,DELIVERED,EU-CENTRAL
ORD-00054,CUST-0199,2024-09-19 19:37:14,PLACED,EU-CENTRAL
ORD-00055,CUST-0025,2025-03-09 09:11:17,DELIVERED,LATAM
ORD-00056,CUST-0086,2024-03-04 07:18:25,SHIPPED,EU-CENTRAL
ORD-00057,CUST-0168,2025-06-26 12:36:36,SHIPPED,US-EAST
ORD-00058,CUST-0097,2025-05-14 19:35:01,DELIVERED,LATAM
ORD-00059,CUST-0172,2024-11-24 20:52:00,PLACED,EU-CENTRAL
ORD-00060,CUST-0055,2024-09-22 10:21:09,DELIVERED,US-WEST
ORD-00061,CUST-0040,2024-02-29 22:27:41,DELIVERED,LATAM
ORD-00062,CUST-0190,2025-02-12 23:15:39,DELIVERED,LATAM
ORD-00063,CUST-0097,2024-04-29 19:28:47,DELIVERED,LATAM
ORD-00064,CUST-0043,2025-07-14 03:49:31,DELIVERED,US-WEST
ORD-00065,CUST-0157,2024-08-09 07:26:29,DELIVERED,US-WEST
ORD-00066,CUST-0080,2024-12-30 07:05:04,SHIPPED,LATAM
ORD-00067,CUST-0119,2024-08-06 20:36:20,DELIVERED,APAC-SOUTH
ORD-00068,CUST-0052,2025-04-14 15:44:37,DELIVERED,APAC-SOUTH
ORD-00069,CUST-0142,2024-03-20 16:24:40,DELIVERED,US-EAST
ORD-00070,CUST-0196,2024-05-04 12:26:18,CANCELLED,US-WEST
ORD-00071,CUST-0024,2024-06-21 11:05:18,CANCELLED,US-EAST
ORD-00072,CUST-0102,2025-01-24 22:05:27,DELIVERED,US-EAST
ORD-00073,CUST-0008,2024-09-04 12:42:59,DELIVERED,EU-CENTRAL
ORD-00074,CUST-0036,2024-01-30 18:01:23,DELIVERED,US-WEST
ORD-00075,CUST-0121,2024-12-14 10:32:15,CANCELLED,US-EAST
ORD-00076,CUST-0039,2025-03-02 06:27:09,DELIVERED,APAC-SOUTH
ORD-00077,CUST-0074,2024-07-03 13:56:05,PLACED,APAC-SOUTH
ORD-00078,CUST-0160,2024-12-21 01:12:55,DELIVERED,APAC-SOUTH
ORD-00079,CUST-0005,2025-05-05 20:29:38,SHIPPED,US-WEST
ORD-00080,CUST-0001,2025-04-22 12:52:52,DELIVERED,US-WEST
ORD-00081,CUST-0022,2025-02-10 14:27:33,PLACED,LATAM
ORD-00082,CUST-0130,2025-03-06 10:08:28,CANCELLED,US-EAST
ORD-00083,CUST-0096,2024-07-16 00:23:00,DELIVERED,US-EAST
ORD-00084,CUST-0188,2025-05-25 09:18:49,DELIVERED,EU-CENTRAL
ORD-00085,CUST-0091,2025-02-28 02:26:02,DELIVERED,APAC-SOUTH
ORD-00086,CUST-0123,2025-05-05 16:24:35,SHIPPED,APAC-SOUTH
ORD-00087,UNASSIGNED,2024-06-05 13:55:42,SHIPPED,US-EAST
ORD-00088,CUST-0080,2025-02-04 07:26:47,DELIVERED,APAC-SOUTH
ORD-00089,CUST-0193,2025-05-17 11:05:57,DELIVERED,US-EAST
ORD-00090,CUST-0085,2024-07-31 05:07:36,DELIVERED,APAC-SOUTH
ORD-00091,CUST-0099,2024-09-20 08:06:02,DELIVERED,APAC-SOUTH
ORD-00092,CUST-0133,2024-07-26 04:02:02,DELIVERED,US-EAST
ORD-00093,CUST-0047,2025-02-27 16:22:47,SHIPPED,EU-CENTRAL
ORD-00094,CUST-0079,2024-12-12 08:28:20,DELIVERED,APAC-SOUTH
ORD-00095,CUST-0011,2025-07-18 12:48:08,DELIVERED,APAC-SOUTH
ORD-00096,CUST-0015,2024-02-28 06:52:07,DELIVERED,LATAM
ORD-00097,CUST-0174,2024-05-04 06:22:07,SHIPPED,LATAM
ORD-00098,CUST-0113,2024-01-28 00:41:59,SHIPPED,EU-CENTRAL
ORD-00099,CUST-0146,2024-01-26 03:42:22,DELIVERED,EU-CENTRAL
ORD-00100,CUST-0196,2024-02-29 17:14:53,DELIVERED,APAC-SOUTH
ORD-00101,CUST-0072,2024-07-12 21:05:54,PLACED,US-WEST
ORD-00102,CUST-0100,2025-03-12 06:20:17,DELIVERED,APAC-SOUTH
ORD-00103,CUST-0157,2024-08-09 19:32:19,RETURNED,US-WEST
ORD-00104,CUST-0019,2024-12-17 02:41:11,DELIVERED,US-EAST
ORD-00105,CUST-0082,2025-06-02 17:26:09,PLACED,LATAM
ORD-00106,CUST-0077,2024-05-02 08:06:38,CANCELLED,US-WEST
ORD-00107,CUST-0131,2024-06-23 04:10:00,SHIPPED,US-WEST
ORD-00108,CUST-0127,2024-01-21 09:58:11,DELIVERED,APAC-SOUTH
ORD-00109,CUST-0142,2024-04-10 19:06:39,PLACED,EU-CENTRAL
ORD-00110,CUST-0184,2025-07-12 08:42:06,DELIVERED,APAC-SOUTH
ORD-00111,CUST-0019,2024-04-07 08:15:37,DELIVERED,APAC-SOUTH
ORD-00112,CUST-0133,2024-09-24 14:13:15,DELIVERED,LATAM
ORD-00113,CUST-0047,2024-04-10 05:20:55,CANCELLED,US-EAST
ORD-00114,CUST-0133,2024-04-28 20:24:54,SHIPPED,US-WEST
ORD-00115,CUST-0133,2024-08-08 15:02:39,DELIVERED,LATAM
ORD-00116,CUST-0161,2024-08-23 05:03:35,PLACED,US-WEST
ORD-00117,CUST-0149,2024-04-29 18:23:22,DELIVERED,LATAM
ORD-00118,CUST-0145,2024-02-01 23:55:02,PLACED,US-EAST
ORD-00119,CUST-0198,2025-03-23 23:47:42,SHIPPED,LATAM
ORD-00120,CUST-0164,2024-01-24 12:34:12,DELIVERED,EU-CENTRAL
ORD-00121,CUST-0078,2025-01-10 02:44:38,DELIVERED,APAC-SOUTH
ORD-00122,CUST-0019,2025-06-18 20:41:14,DELIVERED,APAC-SOUTH
ORD-00123,CUST-0088,2025-04-16 04:58:01,CANCELLED,EU-CENTRAL
ORD-00124,CUST-0089,2024-11-05 16:36:58,DELIVERED,LATAM
ORD-00125,CUST-0062,2024-12-28 07:40:44,DELIVERED,US-WEST
ORD-00126,CUST-0075,2024-10-25 09:04:18,DELIVERED,US-WEST
ORD-00127,CUST-0148,2025-07-14 02:48:29,DELIVERED,APAC-SOUTH
ORD-00128,CUST-0120,2025-01-22 09:33:17,DELIVERED,US-EAST
ORD-00129,CUST-0130,2024-12-21 03:23:48,SHIPPED,EU-CENTRAL
ORD-00130,UNASSIGNED,2024-08-06 12:51:44,CANCELLED,APAC-SOUTH
ORD-00131,CUST-0003,2024-03-24 11:53:27,CANCELLED,EU-CENTRAL
ORD-00132,CUST-0094,2024-02-05 03:22:45,DELIVERED,US-WEST
ORD-00133,CUST-0074,2024-02-27 02:43:52,DELIVERED,LATAM
ORD-00134,CUST-0160,2025-06-12 11:32:59,SHIPPED,US-EAST
ORD-00135,CUST-0087,2025-03-09 06:44:20,DELIVERED,US-WEST
ORD-00136,CUST-0103,2025-01-23 10:07:40,PLACED,EU-CENTRAL
ORD-00137,CUST-0133,2024-12-20 22:53:03,CANCELLED,US-WEST
ORD-00138,CUST-0157,2024-09-04 09:49:48,RETURNED,EU-CENTRAL
ORD-00139,CUST-0130,2025-01-30 21:45:34,DELIVERED,EU-CENTRAL
ORD-00140,CUST-0005,2024-10-13 02:41:14,SHIPPED,APAC-SOUTH
ORD-00141,CUST-0186,2025-06-18 10:03:47,DELIVERED,EU-CENTRAL
ORD-00142,CUST-0199,2025-03-25 07:32:35,DELIVERED,LATAM
ORD-00143,CUST-0135,2025-05-03 13:52:49,DELIVERED,APAC-SOUTH
ORD-00144,CUST-0175,2024-07-07 02:52:16,RETURNED,US-EAST
ORD-00145,CUST-0113,2024-08-31 15:39:06,DELIVERED,US-WEST
ORD-00146,CUST-0199,2025-04-19 22:46:37,CANCELLED,US-EAST
ORD-00147,CUST-0133,2024-06-10 01:07:46,RETURNED,APAC-SOUTH
ORD-00148,CUST-0081,2024-05-14 12:21:15,DELIVERED,LATAM
ORD-00149,CUST-0198,2025-07-13 23:00:28,DELIVERED,EU-CENTRAL
ORD-00150,CUST-0050,2024-07-10 11:26:59,DELIVERED,EU-CENTRAL
ORD-00151,CUST-0181,2024-06-09 23:56:17,DELIVERED,APAC-SOUTH
ORD-00152,CUST-0185,2024-07-31 09:37:04,DELIVERED,LATAM
ORD-00153,CUST-0102,2024-09-25 01:46:35,DELIVERED,EU-CENTRAL
ORD-00154,UNASSIGNED,2025-07-08 16:33:30,CANCELLED,EU-CENTRAL
ORD-00155,CUST-0055,2024-06-05 22:49:14,DELIVERED,LATAM
ORD-00156,CUST-0036,2024-03-25 20:07:51,DELIVERED,US-WEST
ORD-00157,CUST-0136,2024-06-24 06:49:27,PLACED,APAC-SOUTH
ORD-00158,CUST-0121,2024-03-19 02:17:34,SHIPPED,LATAM
ORD-00159,CUST-0041,2024-11-12 01:18:16,CANCELLED,APAC-SOUTH
ORD-00160,CUST-0052,2024-08-11 02:38:08,DELIVERED,US-EAST
ORD-00161,CUST-0060,2025-02-19 15:57:41,CANCELLED,US-EAST
ORD-00162,CUST-0045,2024-11-20 13:56:26,SHIPPED,US-EAST
ORD-00163,CUST-0102,2025-01-19 18:37:30,DELIVERED,EU-CENTRAL
ORD-00164,CUST-0003,2024-08-19 18:26:02,SHIPPED,EU-CENTRAL
ORD-00165,CUST-0165,2025-02-25 23:51:18,CANCELLED,US-WEST
ORD-00166,CUST-0120,2024-07-30 22:03:06,SHIPPED,US-WEST
ORD-00167,CUST-0166,2024-07-18 19:45:53,PLACED,EU-CENTRAL
ORD-00168,CUST-0146,2025-06-07 19:44:54,SHIPPED,APAC-SOUTH
ORD-00169,CUST-0132,2024-09-11 16:59:45,DELIVERED,US-WEST
ORD-00170,CUST-0123,2024-09-08 08:22:20,PLACED,APAC-SOUTH
ORD-00171,CUST-0193,2024-07-26 09:08:05,DELIVERED,LATAM
ORD-00172,UNASSIGNED,2025-05-22 17:32:28,SHIPPED,US-EAST
ORD-00173,CUST-0041,2024-11-10 21:30:48,CANCELLED,EU-CENTRAL
ORD-00174,CUST-0164,2024-08-17 03:53:58,SHIPPED,US-WEST
ORD-00175,CUST-0117,2025-04-15 11:47:32,DELIVERED,APAC-SOUTH
ORD-00176,CUST-0171,2024-06-18 15:29:15,DELIVERED,LATAM
ORD-00177,CUST-0021,2025-02-12 04:09:14,DELIVERED,US-EAST
ORD-00178,CUST-0029,2024-02-17 23:15:12,CANCELLED,US-WEST
ORD-00179,CUST-0039,2024-05-07 19:11:41,DELIVERED,US-EAST
ORD-00180,CUST-0184,2025-03-28 22:39:38,CANCELLED,APAC-SOUTH
ORD-00181,CUST-0117,2024-04-12 11:37:14,DELIVERED,US-EAST
ORD-00182,CUST-0173,2024-08-27 08:41:49,DELIVERED,US-EAST
ORD-00183,CUST-0149,2024-02-26 17:22:08,DELIVERED,US-EAST
ORD-00184,CUST-0016,2024-02-23 14:36:36,DELIVERED,EU-CENTRAL
ORD-00185,CUST-0197,2024-04-15 04:34:37,RETURNED,APAC-SOUTH
ORD-00186,CUST-0098,2024-12-14 09:20:17,CANCELLED,APAC-SOUTH
ORD-00187,CUST-0170,2025-02-22 21:17:08,CANCELLED,US-EAST
ORD-00188,CUST-0138,2024-11-01 07:08:38,DELIVERED,US-WEST
ORD-00189,CUST-0194,2024-01-18 15:49:01,DELIVERED,LATAM
ORD-00190,CUST-0098,2024-06-27 09:14:54,DELIVERED,EU-CENTRAL
ORD-00191,CUST-0186,2024-03-28 15:34:35,DELIVERED,LATAM
ORD-00192,CUST-0005,2024-07-05 22:20:41,SHIPPED,US-EAST
ORD-00193,CUST-0173,2025-06-30 06:12:22,SHIPPED,US-EAST
ORD-00194,CUST-0060,2025-02-23 05:51:07,CANCELLED,US-EAST
ORD-00195,CUST-0075,2024-06-30 21:05:13,DELIVERED,EU-CENTRAL
ORD-00196,CUST-0198,2025-06-06 08:54:11,SHIPPED,US-WEST
ORD-00197,CUST-0134,2024-06-20 16:32:07,DELIVERED,LATAM
ORD-00198,CUST-0189,2024-05-16 00:43:09,DELIVERED,APAC-SOUTH
ORD-00199,UNASSIGNED,2024-09-24 12:21:27,DELIVERED,LATAM
ORD-00200,CUST-0107,2024-11-13 02:30:09,DELIVERED,LATAM
ORD-00201,CUST-0058,2024-08-21 14:07:59,SHIPPED,APAC-SOUTH
ORD-00202,CUST-0144,2024-11-16 12:51:57,DELIVERED,US-WEST
ORD-00203,CUST-0066,2024-06-06 22:28:17,PLACED,APAC-SOUTH
ORD-00204,CUST-0024,2025-02-20 00:58:12,SHIPPED,EU-CENTRAL
ORD-00205,CUST-0155,2025-04-13 07:16:53,PLACED,LATAM
ORD-00206,CUST-0144,2024-06-17 13:28:52,CANCELLED,EU-CENTRAL
ORD-00207,CUST-0004,2024-06-13 12:22:58,RETURNED,US-EAST
ORD-00208,CUST-0194,2025-01-06 23:43:55,DELIVERED,US-WEST
ORD-00209,CUST-0062,2025-03-04 19:30:14,DELIVERED,APAC-SOUTH
ORD-00210,CUST-0092,2024-08-27 13:24:29,DELIVERED,APAC-SOUTH
ORD-00211,CUST-0185,2024-12-30 15:56:08,DELIVERED,US-WEST
ORD-00212,CUST-0106,2024-02-05 12:11:51,SHIPPED,US-WEST
ORD-00213,UNASSIGNED,2025-03-05 18:28:30,DELIVERED,APAC-SOUTH
ORD-00214,CUST-0051,2024-09-13 05:08:04,DELIVERED,US-WEST
ORD-00215,CUST-0168,2025-06-15 22:27:58,DELIVERED,APAC-SOUTH
ORD-00216,CUST-0165,2025-07-28 11:01:59,SHIPPED,EU-CENTRAL
ORD-00217,CUST-0185,2025-02-28 12:21:43,CANCELLED,LATAM
ORD-00218,CUST-0016,2025-02-10 23:01:54,DELIVERED,US-EAST
ORD-00219,CUST-0106,2024-04-16 19:01:40,SHIPPED,US-WEST
ORD-00220,UNASSIGNED,2025-01-27 19:32:41,PLACED,LATAM
ORD-00221,CUST-0169,2025-01-13 22:15:53,DELIVERED,APAC-SOUTH
ORD-00222,UNASSIGNED,2025-02-15 05:03:36,DELIVERED,EU-CENTRAL
ORD-00223,UNASSIGNED,2025-06-26 01:02:09,DELIVERED,US-WEST
ORD-00224,CUST-0025,2025-02-11 07:15:08,SHIPPED,LATAM
ORD-00225,CUST-0091,2024-07-26 15:17:39,PLACED,APAC-SOUTH
ORD-00226,CUST-0063,2025-06-25 13:25:37,DELIVERED,US-EAST
ORD-00227,CUST-0167,2024-01-25 14:38:31,DELIVERED,LATAM
ORD-00228,CUST-0164,2024-01-08 08:09:50,PLACED,APAC-SOUTH
ORD-00229,CUST-0085,2025-03-15 12:19:55,RETURNED,LATAM
ORD-00230,CUST-0059,2024-06-13 05:05:58,DELIVERED,LATAM
ORD-00231,CUST-0012,2024-02-27 17:56:53,DELIVERED,LATAM
ORD-00232,CUST-0009,2024-05-19 07:24:36,DELIVERED,US-WEST
ORD-00233,CUST-0193,2025-07-07 13:54:12,CANCELLED,EU-CENTRAL
ORD-00234,CUST-0062,2025-03-16 03:58:39,DELIVERED,LATAM
ORD-00235,CUST-0194,2025-07-28 13:50:58,RETURNED,US-EAST
ORD-00236,CUST-0089,2024-02-11 16:58:26,SHIPPED,US-EAST
ORD-00237,CUST-0197,2025-04-21 19:16:38,DELIVERED,EU-CENTRAL
ORD-00238,UNASSIGNED,2024-07-31 07:11:06,DELIVERED,US-WEST
ORD-00239,CUST-0097,2024-12-01 10:13:45,DELIVERED,APAC-SOUTH
ORD-00240,CUST-0159,2024-08-17 10:16:21,DELIVERED,US-EAST
ORD-00241,CUST-0098,2025-07-06 18:37:25,SHIPPED,APAC-SOUTH
ORD-00242,CUST-0028,2024-03-12 02:03:52,DELIVERED,EU-CENTRAL
ORD-00243,CUST-0027,2024-04-12 22:06:34,DELIVERED,LATAM
ORD-00244,CUST-0105,2024-03-21 05:31:11,DELIVERED,US-EAST
ORD-00245,CUST-0084,2024-10-26 05:21:19,DELIVERED,US-EAST
ORD-00246,CUST-0144,2024-07-07 13:02:54,SHIPPED,APAC-SOUTH
ORD-00247,CUST-0069,2024-08-21 21:29:37,SHIPPED,US-WEST
ORD-00248,CUST-0108,2024-08-20 19:47:13,PLACED,EU-CENTRAL
ORD-00249,CUST-0185,2025-04-30 11:28:20,DELIVERED,APAC-SOUTH
ORD-00250,CUST-0078,2024-01-06 06:09:10,DELIVERED,LATAM
ORD-00251,CUST-0085,2024-12-07 22:21:00,DELIVERED,LATAM
ORD-00252,CUST-0083,2025-04-13 12:40:22,SHIPPED,EU-CENTRAL
ORD-00253,CUST-0102,2024-09-04 21:09:26,DELIVERED,APAC-SOUTH
ORD-00254,CUST-0063,2024-09-10 02:57:35,DELIVERED,APAC-SOUTH
ORD-00255,CUST-0145,2024-06-04 04:32:34,DELIVERED,LATAM
ORD-00256,UNASSIGNED,2025-07-18 20:14:22,DELIVERED,APAC-SOUTH
ORD-00257,CUST-0178,2024-02-23 17:12:39,DELIVERED,APAC-SOUTH
ORD-00258,CUST-0036,2025-05-06 22:14:22,DELIVERED,US-WEST
ORD-00259,CUST-0097,2024-02-27 10:48:36,DELIVERED,LATAM
ORD-00260,CUST-0130,2025-06-21 06:23:16,PLACED,EU-CENTRAL
ORD-00261,CUST-0138,2025-04-06 05:36:21,PLACED,US-WEST
ORD-00262,CUST-0091,2024-05-09 04:46:27,PLACED,APAC-SOUTH
ORD-00263,CUST-0085,2024-11-30 08:16:22,PLACED,US-WEST
ORD-00264,CUST-0133,2025-03-09 09:45:04,DELIVERED,APAC-SOUTH
ORD-00265,CUST-0119,2025-06-11 19:49:56,DELIVERED,EU-CENTRAL
ORD-00266,CUST-0124,2024-03-22 04:56:28,CANCELLED,US-EAST
ORD-00267,CUST-0187,2024-04-20 01:01:00,DELIVERED,US-WEST
ORD-00268,CUST-0090,2025-01-04 20:18:46,DELIVERED,APAC-SOUTH
ORD-00269,CUST-0077,2024-02-04 16:57:08,SHIPPED,EU-CENTRAL
ORD-00270,CUST-0174,2024-05-07 15:46:56,DELIVERED,LATAM
ORD-00271,CUST-0041,2024-09-14 02:05:39,RETURNED,US-WEST
ORD-00272,CUST-0162,2024-05-23 06:25:49,DELIVERED,APAC-SOUTH
ORD-00273,UNASSIGNED,2025-04-21 23:46:58,DELIVERED,APAC-SOUTH
ORD-00274,CUST-0181,2024-06-15 20:05:22,DELIVERED,US-EAST
ORD-00275,CUST-0138,2024-05-25 05:11:02,SHIPPED,US-EAST
ORD-00276,CUST-0126,2025-02-13 21:19:15,DELIVERED,APAC-SOUTH
ORD-00277,CUST-0151,2024-03-29 17:26:24,DELIVERED,LATAM
ORD-00278,CUST-0173,2025-07-02 08:34:36,CANCELLED,LATAM
ORD-00279,CUST-0035,2024-08-31 06:12:19,DELIVERED,US-WEST
ORD-00280,CUST-0037,2025-01-31 18:27:56,DELIVERED,LATAM
ORD-00281,CUST-0048,2025-01-13 00:11:25,DELIVERED,US-WEST
ORD-00282,CUST-0126,2024-08-12 08:16:13,DELIVERED,APAC-SOUTH
ORD-00283,CUST-0092,2024-01-08 10:38:53,SHIPPED,APAC-SOUTH
ORD-00284,CUST-0130,2025-05-22 06:06:09,DELIVERED,APAC-SOUTH
ORD-00285,CUST-0114,2025-01-14 14:01:09,DELIVERED,US-WEST
ORD-00286,CUST-0071,2024-06-23 15:23:06,SHIPPED,APAC-SOUTH
ORD-00287,CUST-0198,2025-01-19 17:18:35,SHIPPED,US-EAST
ORD-00288,CUST-0140,2024-10-11 22:47:56,DELIVERED,APAC-SOUTH
ORD-00289,CUST-0109,2024-03-20 13:10:50,DELIVERED,US-WEST
ORD-00290,CUST-0009,2024-12-15 07:37:06,CANCELLED,US-EAST
ORD-00291,CUST-0031,2024-07-03 00:59:40,DELIVERED,EU-CENTRAL
ORD-00292,CUST-0157,2025-05-06 11:41:58,DELIVERED,US-WEST
ORD-00293,CUST-0016,2025-03-18 18:57:21,DELIVERED,LATAM
ORD-00294,CUST-0181,2024-08-15 07:06:22,DELIVERED,LATAM
ORD-00295,CUST-0174,2024-03-14 23:07:32,DELIVERED,APAC-SOUTH
ORD-00296,CUST-0071,2025-05-24 10:47:34,CANCELLED,US-WEST
ORD-00297,CUST-0083,2024-07-11 06:45:17,DELIVERED,APAC-SOUTH
ORD-00298,CUST-0162,2024-07-27 17:15:02,DELIVERED,US-EAST
ORD-00299,CUST-0197,2024-03-13 07:24:45,DELIVERED,EU-CENTRAL
ORD-00300,CUST-0125,2024-09-11 05:06:51,CANCELLED,US-EAST
ORD-00301,CUST-0118,2025-05-08 02:17:07,DELIVERED,US-EAST
ORD-00302,CUST-0102,2024-06-18 04:38:39,DELIVERED,APAC-SOUTH
ORD-00303,CUST-0073,2024-09-19 08:12:44,SHIPPED,APAC-SOUTH
ORD-00304,CUST-0175,2024-02-07 14:24:50,DELIVERED,APAC-SOUTH
ORD-00305,UNASSIGNED,2024-05-02 17:01:34,PLACED,APAC-SOUTH
ORD-00306,CUST-0177,2024-04-12 11:02:17,DELIVERED,EU-CENTRAL
ORD-00307,CUST-0093,2024-07-13 11:35:40,DELIVERED,US-WEST
ORD-00308,CUST-0161,2024-08-25 07:06:18,DELIVERED,APAC-SOUTH
ORD-00309,CUST-0181,2024-03-14 22:21:08,DELIVERED,US-WEST
ORD-00310,CUST-0133,2025-06-12 03:47:48,PLACED,EU-CENTRAL
ORD-00311,CUST-0109,2025-06-23 01:40:32,PLACED,APAC-SOUTH
ORD-00312,CUST-0027,2024-03-21 03:48:57,CANCELLED,US-WEST
ORD-00313,CUST-0193,2024-04-13 10:01:32,DELIVERED,US-EAST
ORD-00314,CUST-0003,2025-04-19 01:10:30,DELIVERED,US-WEST
ORD-00315,CUST-0039,2024-11-15 18:49:43,DELIVERED,US-WEST
ORD-00316,CUST-0026,2024-04-18 18:02:02,DELIVERED,APAC-SOUTH
ORD-00317,CUST-0110,2024-09-01 06:46:23,SHIPPED,US-EAST
ORD-00318,CUST-0154,2025-04-11 00:57:26,DELIVERED,US-EAST
ORD-00319,CUST-0169,2024-08-22 07:09:04,DELIVERED,US-WEST
ORD-00320,CUST-0076,2025-05-16 21:28:39,CANCELLED,US-WEST
ORD-00321,CUST-0029,2024-07-06 06:05:22,DELIVERED,LATAM
ORD-00322,CUST-0004,2024-10-07 11:21:30,SHIPPED,LATAM
ORD-00323,CUST-0140,2025-06-14 10:57:45,DELIVERED,US-EAST
ORD-00324,UNASSIGNED,2024-02-22 10:53:54,SHIPPED,US-EAST
ORD-00325,CUST-0102,2025-01-28 11:54:22,DELIVERED,APAC-SOUTH
ORD-00326,CUST-0103,2024-03-05 00:33:56,DELIVERED,US-WEST
ORD-00327,CUST-0080,2024-03-02 09:04:07,SHIPPED,US-WEST
ORD-00328,CUST-0101,2025-03-31 11:58:51,DELIVERED,US-EAST
ORD-00329,CUST-0112,2025-07-20 23:24:37,SHIPPED,US-WEST
ORD-00330,CUST-0112,2024-03-31 02:08:47,DELIVERED,EU-CENTRAL
ORD-00331,CUST-0169,2025-07-29 06:52:09,PLACED,US-WEST
ORD-00332,CUST-0042,2025-01-20 13:48:27,DELIVERED,EU-CENTRAL
ORD-00333,CUST-0033,2024-07-27 18:07:59,SHIPPED,US-EAST
ORD-00334,CUST-0110,2024-07-30 06:05:08,DELIVERED,LATAM
ORD-00335,CUST-0128,2024-12-19 13:30:05,PLACED,LATAM
ORD-00336,CUST-0041,2024-07-17 03:42:30,CANCELLED,US-EAST
ORD-00337,CUST-0131,2024-01-02 23:52:49,CANCELLED,US-WEST
